Student ID,Unit Number,Comments,Satisfaction
292,102,"I enjoyed the organisation of the unit and the way classes were run, explaining new concepts and ideas in further and allowing an opportunity for application. I also enjoyed applying the knowledge learned in my field to a team project which was comprised of other disciplines. 

Also enjoyed, although  adding to performance nerves, the surprise guest during info-graphic presentations. I thought he added an element of 'realness', asking questions and making comments as to how the business/franchise would operate in the real world. 
I",5
15,229,I like how most of questions about lectures are answered throughly in class,5
293,232,"The supplementary materials on blackboard: there was a lot of information needed, and we were provided with a solid foundation for trying to build on it. We did need some assistance at times to help interpret it, however (there was just SO MUCH information).",5
294,233,"<> is a nice marker
<> is very helpful when you need support with work or uni
<> puts such a big emphasis on arranging meetings to catch up with you
She is a good teacher
She is fair
Assignment 1 and particularly assignment 2 were very very helpful. Feel like it was one of the most useful things to do as a pre-service teacher!!",5
295,156,"The level of creativity, I personally am enjoying project 2 more as we could pick our own topic",5
294,229,"teacher was always nice to everyone.
people asked questions during lectures.",5
296,102,My group team is good,5
297,181,It was interesting relating the information to real life workplace.,5
298,219,"EXTREMELY well organised, assessment requirements very clear, great feedback on assessments during the semester, important topics covered in detail and taught well.",5
299,102,"Very friendly
Positive energy and passionate teacher
Knowledgeable and very helpful",5
291,136,The feedback we got on each assignment! It was so detailed and actually helpful. I also like that the lecturer and all tutors seemed genuinely interested in the content and for us to succeed.,5
300,234,"The tutorials were relevant and well run, the lectures and lecture videos highlighted problems well and overall made me understand content properly and achieve good results. <> was a very clear and well spoken lecturer.",5
